Altium Designer Pick and Place Locations
d:\LimePCBs\LimeKEY_RPCM\GIT\hardware\1v3\Project Outputs for LimePSB-RPCM_1v3\Pick Place\Pick Place for LimePSB-RPCM_1v3.csv

========================================================================================================================
File Design Information:

Date:       29-10-24
Time:       15:45
Revision:   5f95441265df4aefe006a2c45890742ee0e74d1f
Variant:    No variations
Units used: mm

"Designator","Comment","Layer","Footprint","Center-X(mm)","Center-Y(mm)","Rotation","Description"
"R272","22k, 1%","BottomLayer","RES0402","41.1545","87.7475","270",""
"R271","768R, 1%","BottomLayer","RES0402","38.8250","77.5750","270",""
"R270","0R","BottomLayer","RES0402","24.9500","78.5000","180",""
"R269","330R, 1%","BottomLayer","RES2512","11.4500","83.8000","90",""
"R268","22.1k, 1%","BottomLayer","RES0402","40.4250","79.1750","360",""
"R267","470k, 1%","BottomLayer","RES0402","40.4250","78.0750","360",""
"R266","10R, 1%","BottomLayer","RES0603","22.7250","74.5250","360",""
"R265","44.2k, 1%","BottomLayer","RES0402","37.2250","76.2000","360",""
"R264","680R, 1%","BottomLayer","RES0402","43.2500","87.8500","180",""
"R263","5.1k, 5%","BottomLayer","RES0402","26.6750","77.9250","270",""
"R262","118k, 1%","BottomLayer","RES0402","37.2250","77.3000","180",""
"R261","75R, 1%","TopLayer","RES0402","57.4750","85.0250","360",""
"R260","75R, 1%","TopLayer","RES0402","16.9250","72.0000","180",""
"R259","30.1R, 1%","BottomLayer","RES0402","37.2250","78.8500","180",""
"R318","510R, 1%","BottomLayer","RES0402","143.8000","42.0500","90",""
"R314","1.6k, 1%","BottomLayer","RES0402","145.4000","41.5500","360",""
"R304","44.2k, 1%","TopLayer","RES0402","39.8000","37.1000","360",""
"R303","2.21k, 1%","TopLayer","RES0402","42.2500","36.2500","90",""
"R302","100k, 1%","TopLayer","RES0402","39.8000","40.2000","180",""
"R301","44.2k, 1%","TopLayer","RES0402","37.7000","39.7000","180",""
"R300","10k, 1%","TopLayer","RES0402","40.5909","35.9478","360",""
"R202","49.9R, 1%","BottomLayer","RES0402","157.5737","49.5494","90",""
"R201","49.9R, 1%","BottomLayer","RES0402","156.3487","49.5494","90",""
"R200","49.9R, 1%","BottomLayer","RES0402","155.1237","49.5494","90",""
"R199","10k, 1%","BottomLayer","RES0402","154.9647","43.5494","360",""
"R196","3k, 1%","BottomLayer","RES0402","154.4647","45.1494","90",""
"R198","49.9R, 1%","BottomLayer","RES0402","162.5000","18.1500","270",""
"R197","49.9R, 1%","BottomLayer","RES0402","161.4000","18.1500","270",""
"R195","49.9R, 1%","BottomLayer","RES0402","159.3000","19.4500","270",""
"R193","330R, 1%","BottomLayer","RES0402","165.2990","10.4000","180",""
"R192","10k, 1%","BottomLayer","RES0402","165.3490","13.6000","0",""
"R191","10k, 1%","BottomLayer","RES0402","163.6000","18.1500","90",""
"R190","10k, 1%","BottomLayer","RES0402","156.9994","35.0750","270",""
"R186","0R","BottomLayer","RES0402","168.9990","10.9500","270",""
"R189","49.9R, 1%","BottomLayer","RES0402","157.7000","15.2000","180",""
"R188","470R, 1%","BottomLayer","RES0402","167.4490","12.5000","0",""
"R184","0R","BottomLayer","RES0402_v2","155.8487","33.7394","270",""
"R185","3k, 1%","BottomLayer","RES0402","159.0987","35.0744","90",""
"R187","1k, 1%","BottomLayer","RES0402","158.3640","17.8400","180",""
"R181","0R","BottomLayer","RES0402","152.6397","44.6594","360",""
"R180","1k, 1%","BottomLayer","RES0402","153.1397","41.9894","270",""
"R183","10R, 1%","BottomLayer","RES0402","167.7250","18.2000","180",""
"R182","49.9R, 1%","BottomLayer","RES0402","159.3000","10.2750","270",""
"R177","0R","BottomLayer","RES0402","137.5000","13.1250","180",""
"R176","0R","BottomLayer","RES0402_v2","146.9500","14.8000","180",""
"R175","0R","BottomLayer","RES0402","154.5250","3.3500","180",""
"R174","22R, 1%","BottomLayer","RES0402","152.8750","7.8250","180",""
"R173","0R","BottomLayer","RES0402_v2","147.4500","14.3000","90",""
"R172","0R","BottomLayer","RES0402","155.0000","7.8250","180",""
"R171","0R","BottomLayer","RES0402","155.5150","5.9900","360",""
"R170","0R","BottomLayer","RES0402_v2","147.9500","14.8000","360",""
"R169","0R","BottomLayer","RES0402","151.9150","5.4900","90",""
"R168","49.9R, 1%","BottomLayer","RES0402","152.7500","22.5250","180",""
"R166","0R","BottomLayer","RES0402","150.5750","24.7500","360",""
"R165","0R","BottomLayer","RES0402","147.0250","1.5750","180",""
"R164","0R","BottomLayer","RES0402_v2","147.9500","15.9000","360",""
"R38","220R, 1%","BottomLayer","RES0402","5.9000","79.7250","90",""
"R37","2k2, 1%","BottomLayer","RES0402","4.9750","88.6250","360",""
"R36","100R, 1%","BottomLayer","RES0402","5.4000","81.3250","180",""
"R35","2k2, 1%","BottomLayer","RES0402","8.1250","88.6000","360",""
"R34","100R, 1%","BottomLayer","RES0402","7.7000","81.3250","180",""
"R33","220R, 1%","BottomLayer","RES0402","7.2000","79.7250","90",""
"R32","0R","BottomLayer","RES0402","148.5500","57.9500","90",""
"LED8","LED_green","TopLayer","LED-0603-GREEN","94.2000","108.2000","90",""
"L8","1uH, 3.2A","TopLayer","NRS4018T3R3MDGJ_inductor","63.9750","87.0000","90",""
"L9","1uH, 3.2A","BottomLayer","NRS4018T3R3MDGJ_inductor","44.2250","93.5500","270",""
"L10","2.2µH","TopLayer","FDVE1040_TOKO_INDUCTOR","42.0886","29.8250","180",""
"J20","Header 2X1","TopLayer","Header1x2_TH_LOCKING","18.6750","106.1250","360",""
"J55","Header 2X1","TopLayer","Header1x2_TH_LOCKING","40.1000","67.5250","360",""
"J16","FPC 15-pin","TopLayer","FPC_CONNECTOR_15pin_1-1734248-5","140.5000","31.3750","360",""
"J15","FPC 15-pin","TopLayer","FPC_CONNECTOR_15pin_1-1734248-5","140.5000","22.3750","360",""
"J11","Header 4x1","TopLayer","HEADER4X1_TH","150.5500","44.1000","90","Header, 4-pin"
"J57","Scap","TopLayer","874370443_1P5_SMD_HEADER","28.0500","52.9750","270","Header, 4-pin"
"IC63","AP7361-FGE","BottomLayer","AP7361","126.9250","30.3500","270",""
"IC59","AP7361-FGE","BottomLayer","AP7361","146.3000","44.6000","90",""
"IC57","ADP2386","TopLayer","ADP2386","43.5500","40.4500","90",""
"IC35","AD5601BKSZ-REEL7","BottomLayer","AD5601_SOT23-6","156.3487","46.5994","270","Single 8-Bit nanoDAC with SPI Interface in LFCSP and SC70, 2.7 to 5.5 V, <100 uA, -40 to +125 degC, KS-6, Pb-Free, Reel"
"IC34","ADF4002","BottomLayer","ADF4002","161.4000","14.1000","90",""
"IC33","AD5662","BottomLayer","AD5662_SOT23-8","156.6737","40.1494","90",""
"IC31","LP5907-3.0","BottomLayer","SOT23-5","135.7250","15.7500","360",""
"IC30","LMK00105","BottomLayer","LMK00105SQ","152.0000","28.3500","360",""
"IC5","NC7WZ16P6X","BottomLayer","SC-70_NC7WZ16P6X","6.5500","77.1250","90",""
"FR16","600R, 2A","BottomLayer","RES0805","60.1500","85.8250","180",""
"FR15","600R, 2A","BottomLayer","RES0805","60.1500","89.8250","180",""
"FR18","600R, 2A","BottomLayer","RES0805","146.2250","49.0500","270",""
"FR8","600R, 0.5A","BottomLayer","RES0402","160.1987","35.0744","270",""
"FR7","600R, 0.5A","BottomLayer","RES0402","154.7000","13.0000","360",""
"FR6","600R, 0.5A","BottomLayer","RES0402","145.2750","26.7250","90",""
"FR5","600R, 0.5A","BottomLayer","RES0402","150.7500","33.5000","360",""
"FR4","600R, 2A","BottomLayer","RES0805","149.9500","1.5750","180",""
"FR2","600R, 0.5A","BottomLayer","RES0402","8.6500","74.4520","270",""
"FR1","600R, 2A","BottomLayer","RES0805","1.3750","78.0500","270",""
"FL1","Fiducial","TopLayer","Fiducial_local","127.8250","33.4000","0",""
"D8","ER2D-LTP","BottomLayer","ER2D-LTP_DIODE_DO-214AA","15.2250","82.5000","90",""
"D4","ER2D-LTP","BottomLayer","ER2D-LTP_DIODE_DO-214AA","21.7750","81.2250","180",""
"D3","SMBJ100A","BottomLayer","SMBJ100A_DIODE_DO-214AA","31.0750","83.5750","270",""
"C50","100nF, 16V","BottomLayer","CAP0402","143.6250","61.2000","90",""
"C8","22pF, 50V","TopLayer","CAP0402","150.2250","18.6000","360",""
"C3","1uF, 10V","TopLayer","CAP0402","153.5250","20.7000","270","CAP CER 1UF 10V X5R 0402"
"C216","100pF, 50V","TopLayer","CAP0402","154.4500","96.2750","360",""
"C267","1000pF, 2kV","BottomLayer","CAP1812","22.9000","69.0500","90",""
"C269","47nF, 50V","BottomLayer","CAP0603","27.6000","80.6000","360",""
"C268","47nF, 50V","BottomLayer","CAP0603","39.0250","88.7750","270",""
"C266","100pF, 200V","BottomLayer","CAP0603","14.5000","77.4500","360",""
"C265","10nF, 50V","BottomLayer","CAP0402","22.7250","78.5000","360",""
"C264","470nF, 50V","BottomLayer","CAP0603","22.8000","77.2750","360",""
"C263","470pF, 200V","TopLayer","CAP0603","60.4250","85.0250","360",""
"C258","22nF, 50V","TopLayer","CAP0402","66.7000","75.3500","270",""
"C259","10uF, 25V","TopLayer","CAP0805","58.4000","88.2250","90",""
"C37","100nF, 16V","BottomLayer","CAP0402","69.6510","59.1850","180",""
"C33","100nF, 16V","BottomLayer","CAP0402","82.4000","53.1500","180",""
"C256","2.2uF, 100V","BottomLayer","CAP1206","25.4250","74.7000","270",""
"C252","100nF, 100V","BottomLayer","CAP0603","34.5750","83.0500","270",""
"C255","1nF, 100V","BottomLayer","CAP0603","66.2750","87.8250","270",""
"C254","100nF, 100V","BottomLayer","CAP0603","46.5500","79.4250","90",""
"C309","4.7uF, 6.3V","BottomLayer","CAP0402","123.8750","31.4000","90",""
"C308","4.7uF, 6.3V","BottomLayer","CAP0402","126.1750","25.8250","90",""
"C302","4.7uF, 6.3V","BottomLayer","CAP0402","147.7750","41.5500","180",""
"C301","4.7uF, 6.3V","BottomLayer","CAP0402","148.1500","47.2250","180",""
"C290","22nF, 50V","TopLayer","CAP0402","39.8000","39.1750","180",""
"C289","1200pF, 50V","TopLayer","CAP0402","38.2605","37.6000","90",""
"C288","4.7pF, 50V","TopLayer","CAP0402","39.8000","38.1500","180",""
"C287","1uF, 10V","TopLayer","CAP0402","43.3000","36.2500","270",""
"C283","100uF, 6.3V","TopLayer","CAP1206","34.8500","26.8000","90",""
"C282","47uF, 6.3V","TopLayer","CAP1206","34.8500","34.0250","270",""
"C281","47uF, 6.3V","TopLayer","CAP1206","32.7312","34.0188","270",""
"C280","10uF, 25V","TopLayer","CAP0805","38.7125","41.9905","360",""
"C279","100nF, 16V","TopLayer","CAP0402","44.3000","43.9500","360",""
"C159","100nF, 16V","BottomLayer","CAP0402","157.0012","43.9879","270",""
"C300","100nF, 16V","BottomLayer","CAP0402","157.4832","31.2950","270",""
"C158","22pF, 50V","BottomLayer","CAP0402","160.3500","18.1500","90",""
"C153","100nF, 16V","BottomLayer","CAP0402","156.4994","37.6297","180",""
"C152","1uF, 10V","BottomLayer","CAP0402","156.4987","36.6244","360","CAP CER 1UF 10V X5R 0402"
"C157","220pF, 10%","BottomLayer","CAP0402","161.9500","10.8250","0",""
"C156","22pF, 50V","BottomLayer","CAP0402","165.7990","12.0000","90",""
"C155","22pF, 50V","BottomLayer","CAP0402","164.7990","12.0000","90",""
"C154","22pF, 50V","BottomLayer","CAP0402","167.4490","11.4500","0",""
"C148","1nF, 50V","BottomLayer","CAP0402","154.4737","38.3744","270",""
"C151","1nF, 50V","BottomLayer","CAP0402","155.7000","15.2000","180",""
"C150","1nF, 50V","BottomLayer","CAP0402","157.7000","14.1000","180",""
"C149","100nF, 16V","BottomLayer","CAP0402","168.3250","16.8000","360",""
"C143","100nF, 16V","BottomLayer","CAP0402","152.6397","43.5494","360",""
"C146","100pF, 50V","BottomLayer","CAP0402","168.3250","15.8000","180",""
"C145","100pF, 50V","BottomLayer","CAP0402","165.6000","17.2000","180",""
"C144","100pF, 50V","BottomLayer","CAP0402","165.6000","16.2000","180",""
"C142","100pF, 50V","BottomLayer","CAP0402","159.5981","38.8644","360",""
"C141","100nF, 16V","BottomLayer","CAP0402","159.5981","37.8644","360",""
"C140","1uF, 10V","BottomLayer","CAP0402","159.5981","36.8644","180","CAP CER 1UF 10V X5R 0402"
"C139","100pF, 50V","BottomLayer","CAP0402","157.7000","9.7750","180",""
"C138","100pF, 50V","BottomLayer","CAP0402","160.4000","10.2750","270",""
"C137","100pF, 50V","BottomLayer","CAP0402","157.2500","12.5000","270",""
"C136","100pF, 50V","BottomLayer","CAP0402","158.2500","12.5000","270",""
"C135","100nF, 16V","BottomLayer","CAP0402","156.2500","12.5000","90",""
"C134","100nF, 16V","BottomLayer","CAP0402","165.6000","18.2000","0",""
"C133","1uF, 10V","BottomLayer","CAP0402","139.2250","14.3000","90",""
"C132","1uF, 10V","BottomLayer","CAP0402","135.4000","11.5750","90",""
"C131","100nF, 16V","BottomLayer","CAP0402","140.2250","14.3000","90",""
"C130","100nF, 16V","BottomLayer","CAP0402","134.9000","13.1250","360",""
"C123","18nF, 16V","BottomLayer","CAP0402","143.8500","10.3500","180",""
"C122","100nF, 16V","BottomLayer","CAP0402","143.3000","8.3250","270",""
"C121","1uF, 10V","BottomLayer","CAP0402","144.3000","8.3250","270","CAP CER 1UF 10V X5R 0402"
"C127","100pF, 50V","BottomLayer","CAP0402","148.7000","26.7250","90",""
"C126","100pF, 50V","BottomLayer","CAP0402","155.5750","29.6000","270",""
"C125","100nF, 16V","BottomLayer","CAP0402","147.5750","26.7250","90",""
"C120","100pF, 50V","BottomLayer","CAP0402","150.7500","31.4500","360",""
"C119","100pF, 50V","BottomLayer","CAP0402","150.5750","23.5750","360",""
"C118","100nF, 16V","BottomLayer","CAP0402","150.5750","22.4500","360",""
"C117","1uF, 10V","BottomLayer","CAP0402","150.7500","32.4500","360","CAP CER 1UF 10V X5R 0402"
"C124","1uF, 10V","BottomLayer","CAP0402","146.4500","26.7250","90","CAP CER 1UF 10V X5R 0402"
"C116","1uF, 10V","BottomLayer","CAP0402","153.9650","5.4900","90","CAP CER 1UF 10V X5R 0402"
"C115","100nF, 16V","BottomLayer","CAP0402","152.9650","5.4900","90",""
"C129","100pF, 50V","BottomLayer","CAP0402","148.7000","30.3500","270",""
"C114","100nF, 16V","BottomLayer","CAP0402","153.3500","24.2500","90",""
"C113","100nF, 16V","BottomLayer","CAP0402","152.2500","20.8000","270",""
"C112","100nF, 16V","BottomLayer","CAP0402","152.2500","24.2500","270",""
"C111","100pF, 50V","BottomLayer","CAP0402","144.1250","3.8500","180",""
"C110","10uF, 16V","BottomLayer","CAP0603","143.7750","1.5750","360",""
"C109","100nF, 16V","BottomLayer","CAP0402","144.1250","2.8500","360",""
"C27","100nF, 16V","BottomLayer","CAP0402","9.1500","77.1250","360",""
"C26","1uF, 10V","BottomLayer","CAP0402","9.1525","76.1245","180","CAP CER 1UF 10V X5R 0402"
"C25","47uF, 10V","BottomLayer","CAP1206","5.4750","85.5500","270",""
"C24","100nF, 16V","BottomLayer","CAP0402","5.4000","82.3750","360",""
"C23","100nF, 16V","BottomLayer","CAP0402","7.7000","82.3750","360",""
"C22","47uF, 10V","BottomLayer","CAP1206","7.6250","85.5500","270",""
"C13","100nF, 16V","BottomLayer","CAP0402","1.8000","80.7000","90",""
"C12","10uF, 16V","BottomLayer","CAP0603","3.3750","81.0500","270",""
"C19","100nF, 16V","BottomLayer","CAP0402","150.5500","49.8750","90",""
"C5","47uF, 10V","BottomLayer","CAP1206","51.1500","41.0050","360",""
"AT1","PS2801-1-A","BottomLayer","TCMT1107CT_optoisolator","39.6000","84.5500","270",""
"XO1","U7475LF 30.72MHz","TopLayer","AOCJYR-10.000MHz","146.9250","9.0250","90",""
"BZ1","WST-1203UX","TopLayer","BUZZER_WST-1203UX","84.9500","13.6250","90",""
"LED6","LED_RG_SMD","TopLayer","LED-2x0603","66.3101","2.5525","90",""
"LED5","LED_RG_SMD","TopLayer","LED-2x0603","103.8101","2.5500","90",""
"LED4","LED_RG_SMD","TopLayer","LED-2x0603","96.3101","2.5500","90",""
"LED3","LED_RG_SMD","TopLayer","LED-2x0603","88.8101","2.5525","90",""
"LED2","LED_RG_SMD","TopLayer","LED-2x0603","81.3101","2.5525","90",""
"LED1","LED_RG_SMD","TopLayer","LED-2x0603","73.8101","2.5525","90",""
"J4","nano SIM (push-push)","TopLayer","NANO_SIM_SIM8066-6-1-14-01-A","162.1450","19.4500","90",""
"J3","1775862-2","TopLayer","MINIPCIE_CONNECTOR_XTRX","110.8250","46.9750","360","CONN PCI EXP MINI FEMALE 52POS"
"J50","U.FL/MMCX","TopLayer","MMCX_UFL_conn_u","107.7400","79.5250","360","CONN UMC RCPT STR 50 OHM SMD"
"J49","U.FL/MMCX","TopLayer","MMCX_UFL_conn_u","145.7400","79.5250","0","CONN UMC RCPT STR 50 OHM SMD"
"J33","U.FL/MMCX","TopLayer","MMCX_UFL_conn_u","152.4000","35.4250","90","CONN UMC RCPT STR 50 OHM SMD"
"J46","U.FL/MMCX","TopLayer","MMCX_UFL_conn_u","126.7400","79.5250","360","CONN UMC RCPT STR 50 OHM SMD"
"J45","U.FL/MMCX","TopLayer","MMCX_UFL_conn_u","164.7400","79.5250","0","CONN UMC RCPT STR 50 OHM SMD"
"J54","CONN_PWR_JACK_2.1x5.5mm","TopLayer","CONN_PWR_JACK_v2","66.7500","102.1250","360","Power Connector, THT, 2.1mm ID, 5.5mm OD"
"J14","A/V, 3.5mm","TopLayer","Audio_jack_3.5mm","6.0250","94.5500","360",""
"J7","Micro SD card holder","TopLayer","MICRO_SD_CARD_114-00841-68_v2","6.5930","80.1000","270",""
"J2","DF40C-100DS-0.4V(51)","TopLayer","FP-DF40C-100DS-0.4V(51)","89.6250","45.9750","270",""
"J1","DF40C-100DS-0.4V(51)","TopLayer","FP-DF40C-100DS-0.4V(51)","55.6250","45.9750","270",""
"J9","ETHERNET WITH MAGNETICS","TopLayer","RJ45_ETHERNET_MAG_A70-112-331N126","85.0000","99.7500","180","MagJack A70-112-331N126 or LINK-PP LPJG0926HENL"
"BATT1","CR1220 Battery Holder","TopLayer","CR1220_SMD_holder","137.0375","42.6375","180",""
"F1","Fiducial","TopLayer","Fiducial","-8.0150","-8.0000","0",""
"F2","Fiducial","TopLayer","Fiducial","178.0150","-8.0000","0",""
"F3","Fiducial","TopLayer","Fiducial","178.0150","118.0000","0",""
"F4","Fiducial","TopLayer","Fiducial","-8.0150","118.0000","0",""
"F5","Fiducial","BottomLayer","Fiducial","-8.0150","-8.0000","0",""
"F6","Fiducial","BottomLayer","Fiducial","178.0150","-8.0000","0",""
"F7","Fiducial","BottomLayer","Fiducial","178.0150","118.0000","0",""
"F8","Fiducial","BottomLayer","Fiducial","-8.0150","118.0000","0",""
